breakup,n.,分裂;關係破裂;解體
breast,n.,乳房
breath,n.,"呼吸,氣息;微風"
breathe,v.,呼吸
breed,v.,"使繁殖,飼養"
breed,n.,品種
breeze,v.,吹著微風
breeze,n.,微風
brew,v.,釀造;醞釀著
brew,n.,釀製飲料
bribe,v.,向...行賄
bribe,n.,賄賂
brick,n.,磚塊
bride,n.,新娘
bridegroom,n.,新郎
bridge,v.,架橋於;把...連結(或彌合)起來
bridge,n.,橋
brief,adj.,短暫的
brief,v.,簡報;作...的提要
brief,n.,概要;訴書;短而緊的內褲;簡報
briefcase,n.,公事包
bright,adj.,光亮的
bright,adv.,明亮地;歡快地
brilliant,adj.,明亮的;才華橫溢的;傑出的
bring,v.,帶來
brink,n.,邊;邊緣
brisk,adj.,輕快的;興旺的;寒冷而清新的
broad,adj.,寬廣的
broadcast,v.,廣播
broadcast,n.,廣播;廣播節目;散佈;播種
broaden,v.,變寬;變闊;擴大
brochure,n.,小冊子
broil,v.,烤;炙
broke,adj.,一文不名的;破了產的
bronze,adj.,青銅製的;青銅色的
bronze,n.,青銅;青銅製品;古銅色
brooch,n.,女用胸針(或領針)
brood,v.,孵蛋;籠罩;沈思;沮喪
brood,n.,一窩孵出的雛鳥;一家的孩子們
brook,n.,"小河,小溪"
broom,n.,掃帚
broth,n.,(用肉、蔬菜等煮成的)湯
brother,n.,兄;弟
brotherhood,n.,兄弟關係;同志關係
brow,n.,眉頭;眉毛
brown,adj.,褐色的;棕色的
brown,v.,變成褐色(或棕色)
brown,n.,棕色
browse,v.,瀏覽
browse,n.,瀏覽
bruise,v.,使受瘀傷;碰傷(水果);挫傷(感情)
bruise,n.,青腫;(水果等)碰傷;挫傷
brunch,n.,早午餐
brush,v.,刷
brush,n.,刷子
brutal,adj.,野蠻的;粗暴的
brute,adj.,畜生的;畜生般的;殘忍的
brute,n.,畜生;殘暴的人
bubble,v.,沸騰;冒泡
bubble,n.,"水泡,氣泡"
buck,n.,雄性動物(鹿、羊或兔等)
bucket,n.,水桶
buckle,v.,扣住;垮掉;讓步
buckle,n.,帶釦;搭鉤
bud,v.,使發芽
bud,n.,葉芽;花蕾;少女
budget,v.,把...編入預算
budget,n.,預算
buffalo,n.,水牛
buffet,n.,自助餐
bug,v.,在...安裝竊聽器;煩擾;激怒
bug,n.,小蟲
build,v.,建造;蓋
building,n.,建築物
bulb,n.,電燈泡
bulge,v.,膨脹;凸起;裝滿
bulge,n.,腫脹;凸塊;增長
bulk,n.,體積;容積;大塊;大多數
bulky,adj.,體積大的;笨重的
bull,n.,公牛
bullet,n.,子彈
bulletin,n.,公報;公告
bully,v.,脅迫;欺侮
bully,n.,恃強欺弱者;惡霸
bump,v.,"碰,撞"
bump,n.,重擊;猛撞
bun,n.,小圓麵包
bunch,n.,"串,束"
bundle,n.,捆;大量
burden,v.,加重壓於
burden,n.,重擔;負擔
bureau,n.,事務處
bureaucracy,n.,官僚政治;(總稱)官僚
burger,n.,漢堡牛肉餅
burglar,n.,"夜賊,破門盜竊者"
burial,n.,埋葬;葬禮;墓地
burn,v.,燒;燙傷
burn,n.,灼傷
burst,v.,爆開;闖入
burst,n.,爆炸;破裂;缺口
bury,v.,"埋葬,安葬"
bus,v.,用公車運送
bus,n.,公車
bush,n.,灌木
business,n.,商業;事
busy,adj.,忙碌的
busy,v.,使忙於
but,adv.,"只,僅僅,才;絕對地"
but,prep.,除...以外
but,conj.,但是
butcher,v.,屠宰(牲口)
butcher,n.,肉販
butter,v.,塗奶油於;以花言巧語討好
butter,n.,奶油
butterfly,n.,蝴蝶
button,v.,扣鈕扣
button,n.,鈕扣
buy,v.,買
buy,n.,購買;便宜貨
buzz,v.,嗡嗡叫
buzz,n.,嗡嗡聲
by,adv.,經過;過去;在旁邊
by,prep.,經由
bye,n.,次要的東西;(體育比賽中)輪空
byte,n.,(電腦)位元組
cab,n.,計程車;出租馬車
cabbage,n.,包心菜
cabin,n.,客艙
cabinet,n.,"櫥,櫃;內閣"
cable,v.,發越洋電報
cable,n.,纜索;有線電視
cactus,n.,仙人掌
caf?,n.,小餐館;咖啡廳
cafeteria,n.,自助餐館
caffeine,n.,咖啡因
cage,v.,把...關進籠子;把...囚禁起來
cage,n.,鳥籠;獸籠
cake,n.,蛋糕
calcium,n.,鈣
calculate,v.,計算
calculation,n.,"計算;估計,推測;盤算"
calculator,n.,計算機
calendar,n.,日曆;月曆;行事曆
calf,n.,小牛;(鯨、象等的)幼兒;小腿
call,v.,喊;打電話
call,n.,呼叫;請求;通話;(紙牌)叫牌;判決
calligraphy,n.,書法;筆跡
calm,adj.,寧靜的
calm,v.,變安靜;使鎮定
calm,n.,安靜;鎮定;平靜;無風
calorie,n.,卡路里
camel,n.,駱駝
camera,n.,照相機
camp,v.,露營
camp,n.,營地
campaign,v.,參加競選
campaign,n.,"運動,活動"
campus,n.,校園
can,v.,"能,會;可能;可以;必須"
can,v.,能
can,n.,罐頭
canal,n.,運河;河渠
cancel,v.,取消
cancer,n.,癌症
candidate,n.,候選人;候補者
candle,n.,蠟燭
candy,n.,糖果
cane,n.,藤條;手杖
cannon,v.,開砲;砲轟
cannon,n.,大砲;榴彈砲
cannot,v.,不能
canoe,v.,用獨木舟載運
canoe,n.,皮划
canvas,v.,用帆布覆蓋;用帆布裝備
canvas,n.,油畫布
canyon,n.,峽谷
cap,v.,給...戴帽;加蓋於
cap,n.,無邊便帽;蓋子
capability,n.,能力;性能
capable,adj.,有...的能力
capacity,n.,"容量,容積"
cape,n.,"岬,海角"
capital,adj.,可處死刑的
capital,n.,首都;首府;資本
capitalism,n.,資本主義
capitalist,n.,資本主義者
capsule,n.,小盒;膠囊;太空艙
captain,n.,隊長;機長;艦長
caption,v.,加標題於
caption,n.,標題;字幕
captive,adj.,被俘的;被迷住的
captive,n.,俘虜;獵獲物;著迷的人
captivity,n.,囚禁;束縛
capture,v.,捕獲;俘虜
capture,n.,佔領;獲得
car,n.,汽車
carbohydrate,n.,碳水化合物;含醣食物
carbon,n.,碳;複寫紙
card,n.,卡片
cardboard,n.,硬紙板;卡紙板
care,v.,關心;照顧
care,n.,看護;保護;照料;管理;關懷;小心
career,n.,職業;生涯;歷程
carefree,adj.,無憂無慮的;輕鬆愉快的
careful,adj.,小心的
caress,v.,愛撫;撫摸;寵愛
caress,n.,愛撫;撫摸;寵愛
caretaker,n.,照顧者;管理人
cargo,n.,(船、飛機、車輛裝載的)貨物
carnation,n.,康乃馨;淡紅色
carnival,n.,狂歡節;嘉年華會
carol,n.,(耶誕)頌歌;讚美詩
carp,n.,鯉魚
carpenter,n.,"木工,木匠"
carpet,v.,在...上鋪地毯;斥責
carpet,n.,地毯
carriage,n.,運輸;運費
carrier,n.,運送人;從事運輸業公司;帶菌者
carrot,n.,胡蘿蔔
carry,v.,提;搬運
cart,v.,用運貨車裝運
cart,n.,手推車
carton,n.,紙盒;紙板箱
cartoon,v.,畫漫畫;畫草圖
cartoon,n.,卡通
carve,v.,"刻,雕刻"
case,v.,把...裝入箱(或容器)中
case,n.,盒子;案件
cash,v.,兌現
cash,n.,現款
cashier,n.,出納員
cassette,n.,卡式磁帶
cast,v.,"投,擲; 選派...扮演角色"
cast,n.,鑄型;模子;投;擲;拋
castle,n.,城堡
casual,adj.,非正式的;隨便的
casualty,n.,傷亡人員
cat,n.,貓
catalog,v.,將...編入目錄
catalog,n.,目錄
catalogue,v.,"為...編目;登記,記載"
catalogue,n.,"目錄;大學概況一覽;登記,記載"
catastrophe,n.,大災難;慘敗
catch,v.,接(球);捕獲
catch,n.,"抓住,捕捉;接球;把手;圈套"
category,n.,種類;類別
cater,v.,承辦宴席;迎合
caterpillar,n.,履帶牽引車
cathedral,n.,大教堂
catsup,n.,果醬;番茄醬
cattle,n.,"牛;牲口,家畜"
cause,v.,"導致,使發生,引起"
cause,n.,原因;理由
caution,v.,警告;使小心
caution,n.,小心;謹慎;警告
cautious,adj.,十分小心的;謹慎的
cavalry,n.,騎兵;騎兵部隊
cave,v.,"塌落,倒坍"
cave,n.,"洞穴,洞窟"
cavity,n.,洞;(身體的)腔;(牙的)蛀洞
CD,n.,激光唱片
cease,v.,"停止,終止"
cease,n.,停息
ceiling,n.,天花板
celebrate,v.,慶祝
celebration,n.,慶祝
celebrity,n.,名人;名流
celery,n.,芹菜
cell,n.,單人牢房;細胞;蜂房的巢室;電池
cellar,v.,把...藏入地窖(或酒窖)
cellar,n.,地下室;地窖;酒窖
cello,n.,大提琴
cellphone,n.,"手機,大哥大"
cell-phone,n.,"手機,大哥大"
cellular phone,n.,"手機,大哥大"
cement,v.,"黏緊,黏牢"
cement,n.,水泥
cemetery,n.,公墓;墓地
cent,n.,分(錢幣)
center,v.,集中;居中
center,n.,中心(點)
centigrade,adj.,攝氏的
Centigrade,n.,攝氏度
centimeter,n.,公分
central,adj.,中央的
century,n.,一世紀
ceramic,adj.,陶器的;製陶藝術的
ceramics,n.,(當單數用)製陶業
cereal,n.,麥片
ceremony,n.,"儀式,典禮"
certain,adj.,肯定的
certainty,n.,確實;必然
certificate,v.,發證書給;用證書批准
certificate,n.,證明書;執照
certify,v.,證明;保證;發證書(或執照等)
chain,v.,拘禁;束縛
chain,n.,鏈條;項圈
chair,v.,主持(會議);任(會議的)主席
chair,n.,椅子
chairman,n.,主席
chairperson,n.,主席(沒有性別歧視的字眼)
chairwoman,n.,女主席;女議長
chalk,v.,使變白;畫出...的草圖;規劃;記下
chalk,n.,粉筆
challenge,v.,對...提出異議
challenge,n.,挑戰;艱鉅的事
chamber,n.,"室,房間;議院"
champagne,n.,香檳酒;香檳酒色
champion,n.,"優勝者,冠軍"
championship,n.,冠軍的地位
chance,v.,冒...的險;賭(錢); 碰巧
chance,n.,機會
change,v.,改變;更改
change,n.,零錢
changeable,adj.,易變的;不定的
channel,v.,在...開水道;傳送
channel,n.,管道;頻道
chant,v.,反覆地唱(或說);吟誦
chant,n.,詠唱;吟誦;單調的語調
chaos,n.,混亂;雜亂的一團
chapter,n.,"(書籍的)章,回"
character,n.,特性;角色;(中文)字
characteristic,adj.,"特有的,獨特的"
characteristic,n.,"特性,特徵"
characterize,v.,描繪...的特性;具有...的特徵
charcoal,n.,木炭;炭筆;深灰色
charge,v.,索價;充電
charge,n.,費用;充電
chariot,v.,駕馭(戰車或馬車)
chariot,n.,(古代的)雙輪戰車
charitable,adj.,慈善的;寬容的
charity,n.,施捨;善舉
charm,v.,使陶醉
charm,n.,魅力
chart,v.,繪製...的圖表;詳細計劃
chart,n.,圖表
chase,v.,追
chase,n.,追逐;追擊
chat,v.,"閒談,聊天"
chat,n.,"閒談,聊天"
chatter,v.,喋喋不休;吱吱叫
chatter,n.,嘮叨;饒舌;吱吱聲
cheap,adj.,便宜的
cheap,adv.,便宜地;卑鄙地
cheat,v.,欺騙;作弊
cheat,n.,"騙子;欺詐,欺騙,作弊"
check,v.,檢查
check,n.,支票;買單
checkbook,n.,支票簿
check-in,n.,辦理投宿(或登機)手續;報到
check-out,n.,檢查;調查;付款退租;下班離開
checkup,n.,檢查;體檢
cheek,n.,臉頰;腮幫子
cheer,v.,向...歡呼
cheer,n.,喝采;鼓勵
cheerful,adj.,使人感到愉快的
cheese,n.,起司;乳酪
chef,n.,(餐館等的)主廚;大師傅
chemical,adj.,化學的
chemical,n.,化學製品;化學藥品
chemist,n.,化學家
chemistry,n.,化學
cherish,v.,撫育;愛護
cherry,adj.,櫻桃口味的;;鮮紅色的
cherry,n.,櫻桃
chess,n.,西洋棋
chest,n.,"胸;箱子,盒子"
chestnut,adj.,栗色的
chestnut,n.,栗子;栗樹;栗色
chew,v.,咀嚼
chew,n.,咀嚼
chick,n.,小雞
chicken,n.,雞;雞肉
chief,adj.,為首的;主要的
chief,n.,首領;長官
child,n.,小孩
childhood,n.,幼時
childish,adj.,幼稚的
childlike,adj.,天真爛漫的
chili,n.,紅番椒
chill,adj.,涼颼颼的
chill,v.,"使變冷;使打寒顫;使掃興,使沮喪"
chill,n.,"寒冷,寒氣"
chilly,adj.,冷颼颼的
chimney,n.,煙囪
chimpanzee,n.,黑猩猩
chin,n.,下巴
China,n.,中國
chip,v.,"削,鑿,鏟"
chip,n.,晶片;屑片;炸洋芋片;籌碼
chirp,v.,鳥發啾聲;蟲發唧聲;人嘁喳說話
chirp,n.,啁啾聲;唧唧聲
chocolate,n.,巧克力
choice,adj.,"上等的,精選的;挑三揀四的"
choice,n.,選擇
choir,n.,(教堂的)唱詩班;合唱團
choke,v.,使窒息;哽住
choke,n.,"窒息,噎"
cholesterol,n.,膽固醇
choose,v.,選擇;挑選
chop,v.,"砍,劈,斬"
chop,n.,肋骨肉
chopstick,n.,筷子
chord,n.,(樂器的)弦;心弦;弦桿;和音
chore,n.,家庭雜務
chorus,n.,合唱隊
Christmas,n.,耶誕節
chronic,adj.,(病)慢性的;(人)久病的;長期的
chubby,adj.,圓胖的
chuckle,v.,咯咯地笑;暗自發笑
chuckle,n.,咯咯聲;輕笑聲
chunk,n.,(肉、木材等的)大塊;厚片
church,n.,教堂
cigar,n.,雪茄煙
cigarette,n.,"香煙,紙煙"
cinema,n.,電影院;電影;電影業
circle,v.,畫圓圈;圈出;盤旋;流傳
circle,n.,圓圈;集團
circuit,n.,環道;一圈;巡迴路線;電路
circular,adj.,圓形的;環形的
circulate,v.,流通;發行
circulation,n.,發行量
circumstance,n.,境況;境遇
circus,n.,馬戲團
cite,v.,引用;舉出;表揚
citizen,n.,市民;公民
city,n.,都市
civic,adj.,城市的;市民的
civil,adj.,"市民的,國民的"
civilian,adj.,百姓的;民用的
civilian,n.,"平民,百姓"
civilization,n.,文明
civilize,v.,"使文明,使開化"
claim,v.,聲稱
claim,n.,"主張,斷言"
clam,n.,蛤;蚌;守口如瓶的人
clamp,v.,鉗緊;夾住;強行實施;取締
clamp,n.,螺絲鉗;鐵箍
clan,n.,氏族;部落;家族
clap,v.,拍(手);鼓(掌)
clap,n.,拍手喝采(聲);霹靂聲;輕拍
clarify,v.,澄清;闡明
clarity,n.,(思想、文體等的)清楚;明晰
clash,v.,砰地相碰撞
clash,n.,"碰撞聲,鏗鏘聲"
clasp,v.,扣住;鉤住;緊抱;緊握
clasp,n.,扣子;鉤子;夾子;緊握;緊抱
class,v.,把...分類;把...分等級
class,n.,階級;班級;上課
classic,adj.,典型的;古典的
classic,n.,古典著作
classical,adj.,古典的
classification,n.,分類;分級
classify,v.,將...分類
clause,n.,(文件的)條款;子句
claw,v.,用爪子抓
claw,n.,"(動物的)爪,腳爪;(蟹,蝦等的)鉗,螯"
clay,n.,黏土
clean,adj.,乾淨的
clean,v.,打掃
clean,adv.,"完全地,全然地;乾淨地"
clean,n.,打掃;去垢
cleaner,n.,清潔工;乾洗店;吸塵器;清潔劑
cleanse,v.,清洗;淨化
clear,adj.,清楚的;晴朗的
clear,v.,使乾淨;收拾;交換票據
clear,adv.,"清晰地,明瞭地"
clearance,n.,清掃;出空;清倉大拍賣
clench,v.,緊握;緊咬
clench,n.,緊握;緊咬
clerk,n.,店員;辦事員;職員
clever,adj.,聰明伶俐的
click,v.,發出卡嗒(或喀嚓)聲
click,n.,卡嗒聲
client,n.,"顧客,客戶"
cliff,n.,"懸崖,峭壁"
climate,n.,氣候
climax,v.,使達到頂點(或高潮)
climax,n.,"頂點,最高點"
climb,v.,爬;攀登
climb,n.,"攀登,攀爬"
cling,v.,黏著;依附;墨守
clinic,n.,"診所,門診所"
clinical,adj.,臨床的;診所的
clip,v.,剪;修剪;剪短;剪除
clip,n.,夾;鉗;迴紋針
clock,n.,鐘
clockwise,adj.,順時針方向的;右旋的
clockwise,adv.,順時針方向地;右旋地
clone,v.,複製
clone,n.,無性繁殖系;複製品
close,adj.,近的;密切的
close,v.,關上
close,adv.,"接近,靠近地;緊密地,緊緊地"
close,n.,"結束,終止;(金融)收盤價"
closet,n.,壁櫥;衣櫥
closure,n.,關閉;打烊;結束;終止
cloth,n.,"布;(棉,毛,合成纖維等)織物;衣料"
clothe,v.,給...穿衣;為...提供衣服
clothes,n.,衣服
clothing,n.,"(總稱)衣服,衣著"
cloud,v.,陰雲密佈;變暗;變模糊;變混濁
cloud,n.,雲
cloudy,adj.,多雲的;陰天的
clover,n.,苜蓿
clown,v.,開玩笑;裝傻
clown,n.,"小丑,丑角"
club,v.,募集;捐獻;集資;聯合起來
club,n.,俱樂部;夜總會;社團
clue,n.,"線索,跡象,提示"
clumsy,adj.,笨拙的
cluster,v.,使成簇(或群);叢生
cluster,n.,串;簇;群
clutch,v.,抓住;攫取
clutch,n.,爪子;手;掌握;攫取;離合器
coach,v.,"訓練,指導,輔導;乘馬車旅行"
coach,n.,教練
coal,n.,煤
coarse,adj.,"粗的,粗糙的"
coast,n.,海岸
coastline,n.,海岸線
coat,v.,塗在...上;給...穿上外套
coat,n.,外套
cock,n.,公雞
cockroach,n.,蟑螂
cocktail,n.,雞尾酒
cocoa,n.,可可粉;可可樹;可可色
coconut,n.,椰子;椰子肉
cocoon,v.,緊緊包住;使(自己)孤立
cocoon,n.,繭
code,v.,為...編碼
code,n.,法規;代碼;電碼
coffee,n.,咖啡
coffin,n.,棺材;靈柩
coherent,adj.,一致的;條理清楚的;連貫的
coil,v.,捲;盤繞;捲成圈
coil,n.,(一)捲;(一)圈;(一)匝;線圈
coin,v.,"鑄造(貨幣);創造,杜撰(新詞等)"
coin,n.,硬幣
coincide,v.,同時發生;巧合;一致
coincidence,n.,巧合
Coke,n.,可口可樂
cola,n.,可樂
cold,adj.,寒冷的
cold,n.,感冒
collapse,v.,倒塌
collapse,n.,倒塌
collar,n.,衣領
colleague,n.,"同事,同僚"
collect,v.,收集
collection,n.,收集
collective,adj.,集體的;共同的
collective,n.,集體農場(或企業);集團
collector,n.,收集者;收藏家
college,n.,學院;大學
collide,v.,相撞;衝突;抵觸
collision,n.,相撞;衝突;抵觸
colloquial,adj.,口語的;會話的
colonel,n.,陸軍上校
colonial,adj.,殖民地的;殖民的
colonial,n.,殖民地居民
colony,n.,殖民地
color,v.,著色;渲染;文飾;歪曲;影響
color,n.,顏色
colorful,adj.,富有色彩的
column,n.,"(報紙的)欄,段;行"
columnist,n.,專欄作家
comb,v.,用梳子梳理
comb,n.,梳子
combat,v.,戰鬥;搏鬥;反對
combat,n.,戰鬥;格鬥;反對
combination,n.,組合
combine,v.,使結合
come,v.,到來
comedian,n.,喜劇演員
comedy,n.,喜劇
comet,n.,彗星
comfort,v.,"安慰,慰問"
comfort,n.,"安逸,舒適"
comfortable,adj.,舒適的
comic,adj.,滑稽的
comic,n.,漫畫
comma,n.,逗號;停頓
command,v.,命令;掌握; 指揮;控制
command,n.,命令
commander,n.,"指揮官,司令官"
commemorate,v.,慶祝;紀念
commence,v.,開始;著手;得學位
comment,v.,評論
comment,n.,評論
commentary,n.,評論;註釋
commentator,n.,(電臺、電視臺等)時事評論者
commerce,n.,"商業,貿易,交易"
commercial,adj.,商業的;商務的
commercial,n.,商業廣告
commission,v.,"委任,委託"
commission,n.,佣金
commit,v.,"使作出保證;犯(罪),做(錯事等)"
commitment,n.,"託付,交託; 承諾, 保證"
committee,n.,委員會
commodity,n.,商品;日用品
common,adj.,常見的
common,n.,"公共用地,公有地"
commonplace,adj.,平凡的;普通的
commonplace,n.,司空見慣的事;老生常談
communicate,v.,傳達;傳遞
communication,n.,交往;通信
communicative,adj.,愛說話的;交際的
communism,n.,共產主義
communist,adj.,共產主義的
communist,n.,共產主義者
community,n.,社區
commute,v.,減刑;通勤
commuter,n.,通勤者
compact,adj.,緊密的;結實的;小型的
compact,v.,使緊密;壓緊;使簡潔
compact,n.,連鏡小粉盒;小型轎車
compact disk,n.,光碟
companion,n.,"同伴,伴侶"
companionship,n.,友誼;交往;伴侶關係
company,n.,公司
comparable,adj.,可比較的;比得上的
comparative,adj.,比較的;相對的
compare,v.,比較
comparison,n.,"比較,對照"
compass,v.,"圖謀,計劃;包圍;達到;理解"
compass,n.,羅盤;指南針;圓規
compassion,n.,憐憫;同情
compassionate,adj.,有同情心的;慈悲的
compatible,adj.,能共處的;可並立的;相容的
compel,v.,強迫;強求
compensate,v.,補償;賠償;酬報
compensation,n.,補償;賠償;報酬
compete,v.,競爭;對抗
competence,n.,能力;勝任;稱職
competent,adj.,有能力的;能幹的;能勝任的
competition,n.,"競爭,角逐"
competitive,adj.,競爭的
competitor,n.,競爭者;對手
compile,v.,匯編;收集(資料等);編譯(程式)
complain,v.,抱怨
complaint,n.,抱怨;抗議;怨言
complement,v.,補充;補足;與...相配
complement,n.,補充物;補足物
complete,adj.,完整的；徹底的
complete,v.,完成
completion,n.,"完成,實現"
complex,adj.,複雜的
complex,n.,複合物
complexion,n.,面色;膚色
complexity,n.,複雜(性);錯綜(性)
complicate,v.,使複雜化
complication,n.,複雜(化);併發症;(新出現的)困難
compliment,v.,讚美;恭維
compliment,n.,恭維;問候;致意
component,adj.,組成的;構成的
component,n.,構成要素;零件;成分
compose,v.,"作(詩,曲等);構(圖)"
composer,n.,作曲家
composition,n.,寫作;作曲;作品;作文
compound,adj.,"合成的,複合的"
compound,v.,使惡化;使混合;使合成;以複利計算; 妥協
compound,n.,混合物
comprehend,v.,理解;領會;包含
comprehension,n.,理解;理解力
comprehensive,adj.,廣泛的;綜合的
comprise,v.,包括;由...組成
compromise,v.,妥協;危及;洩露(祕密等)
compromise,n.,妥協;危及;(原則等的)放棄
compute,v.,計算;估算;推斷
computer,n.,電腦
computerize,v.,使電腦化;用電腦處理
comrade,n.,夥伴;同事;(共產黨的)同志
conceal,v.,"隱蔽,隱藏"
concede,v.,(勉強)承認;讓步;承認失敗
conceit,n.,自滿;自負
conceive,v.,構想出;設想;懷孕
concentrate,v.,濃縮;全神貫注
concentration,n.,專心;濃縮
concept,n.,"概念,觀念"
conception,n.,概念;創始
concern,v.,使擔心
concern,n.,關懷
concerning,prep.,關於
concert,n.,"音樂會,演奏會"
concession,n.,讓步;讓予物
concise,adj.,簡明的
conclude,v.,"推斷出,斷定"
conclusion,n.,結論;推論
concrete,adj.,具體的
concrete,v.,使凝固;使結合
concrete,n.,混凝土
condemn,v.,責備;譴責;判刑
condense,v.,濃縮;縮短;凝結
condition,v.,決定;為...的條件
condition,n.,情況;條件
conduct,v.,"引導,帶領"
conduct,n.,"行為,品行,舉動"
conductor,n.,指揮
cone,n.,圓錐體;圓錐形
confer,v.,授予(學位等);給予;協商
conference,n.,"(正式)會議;討論會,協商會"
confess,v.,"坦白,供認,承認"
confession,n.,承認;供認;告解
confidence,n.,"自信,信心,把握"
confident,adj.,有信心的
confidential,adj.,祕密的;機密的
confine,v.,限制;使局限
confirm,v.,確認
conflict,v.,"矛盾,衝突"
conflict,n.,"抵觸,不一致"
conform,v.,遵照;符合;使一致
confront,v.,面臨;遭遇
confrontation,n.,對抗
Confucius,n.,孔子
confuse,v.,使迷惑
confusion,n.,困惑;慌亂
congratulate,v.,祝賀;恭禧
congratulation,n.,祝賀
congress,n.,立法機關
congressman,n.,美國眾議院議員
congresswoman,n.,國會女議員;女眾議員
conjunction,n.,連接詞;結合;關聯
connect,v.,"連接,連結"
connection,n.,連接;聯絡;銜接
conquer,v.,克服;征服
conquest,n.,征服;克服;佔領
conscience,n.,良心;道義心
conscientious,adj.,憑良心的;誠實的;認真的
conscious,adj.,"神志清醒的,有知覺的"
consensus,n.,一致;合意;輿論
consent,v.,同意;贊成
consent,n.,同意;贊成
consequence,n.,"結果,後果"
consequent,adj.,隨之發生的
conservation,n.,保存;(對自然資源的)保護
conservative,adj.,"保守的,守舊的"
conservative,n.,"保守者,守舊者"
conserve,v.,保存;保護;節省
conserve,n.,"糖漬食品,蜜餞;果醬"
consider,v.,考慮
considerable,adj.,相當大的;相當多的
considerate,adj.,體諒的
consideration,n.,考慮
consist,v.,"組成,構成"
consistent,adj.,"始終如一的,前後一致的"
consolation,n.,安慰;慰藉
console,v.,安慰;慰問
console,n.,操縱臺
consonant,n.,子音
conspiracy,n.,陰謀;謀叛;共謀
constant,adj.,"固定的,不變的"
constant,n.,"常數,衡量;不變的事物"
constituent,adj.,構成(全體)的;組成的;選舉的
constituent,n.,成分;組成的要素;選民
constitute,v.,"構成,組成"
constitution,n.,"憲法;章程,法規"
constitutional,adj.,憲法的;生來的
constitutional,n.,保健散步;保健運動
construct,v.,"建造,構成"
construction,n.,"建造,建設"
constructive,adj.,建設性的;積極的;有助益的
consult,v.,與...商量
consultant,n.,顧問
consultation,n.,諮詢;商議
consume,v.,"消耗,花費;耗盡"
consumer,n.,消費者;消耗者
consumption,n.,消耗;用盡;消耗量
contact,v.,接觸;聯繫
contact,n.,接觸;隱形眼鏡
contagious,adj.,接觸傳染的;(感情等)感染性的
contain,v.,包含;容納
container,n.,容器
contaminate,v.,弄髒;污染
contemplate,v.,凝視;思忖;仔細考慮
contemplation,n.,凝視;沈思;冥想
contemporary,adj.,當代的
contemporary,n.,同時代的人;同年齡的人;同時期的東西
contempt,n.,輕視;(對法庭等的)藐視
contend,v.,爭取;競爭;搏鬥;聲稱
content,adj.,滿意的;甘願的
content,v.,使滿足
content,n.,"內容,要旨"
contentment,n.,知足;滿意
contest,v.,"競爭,角逐;爭辯"
contest,n.,"爭奪,競爭"
contestant,n.,參加競賽者;角逐者
context,n.,上下文;文章脈絡
continent,n.,"大陸,陸地;大洲"
continental,adj.,洲的;大陸的
continual,adj.,"不間斷的,連續的"
continue,v.,繼續
continuity,n.,連續性;一貫性
continuous,adj.,"連續的,不斷的"
contract,v.,締結;訂契約;承包;收縮
contract,n.,和約
contractor,n.,承包商;立契約者
contradict,v.,否定(陳述等);反駁;與...矛盾
contradiction,n.,矛盾;否認;反駁
contrary,adj.,"相反的,對立的"
contrary,n.,相反;反面;對立的一方
contrast,v.,"使對比,使對照"
contrast,n.,"對比,對照"
contribute,v.,"捐獻,捐助;貢獻,出力"
contribution,n.,貢獻
control,v.,控制
control,n.,支配;控制;操縱裝置;指揮部
controller,n.,主計官;主管;控制器
controversial,adj.,有爭議的;好議論的
controversy,n.,爭論;爭議
convenience,n.,方便;合宜
convenient,adj.,方便的
convention,n.,"會議,大會"
conventional,adj.,"習慣的,慣例的"
conversation,n.,會話
converse,v.,"交談,談話"
convert,v.,轉變;變換;改變信仰
convey,v.,運送;傳達
convict,v.,證明...有罪;判...有罪
convict,n.,(服刑的)囚犯
conviction,n.,定罪;證明有罪;確信
convince,v.,使信服;說服
cook,v.,煮
cook,n.,廚師
cooker,n.,"炊具,烹調器具"
cookie,n.,餅乾
cooky,n.,cookie
cool,adj.,涼快的;很棒的;酷
cool,v.,使涼快;使冷卻
cool,n.,涼爽
cooperate,v.,"合作,協作;(事物)配合"
cooperation,n.,合作;協力
cooperative,adj.,合作的;合作社的
cooperative,n.,合作社;合作商店
coordinate,adj.,同等重要的;座標的;對等的
coordinate,v.,"協調,調節; 協調一致"
coordinate,n.,同等的人(或物);座標
cop,n.,警察
cope,v.,競爭
copper,adj.,紅銅色的
copper,n.,銅
copy,v.,拷貝;抄襲
copy,n.,拷貝;副本
copyright,v.,為(書籍等)取得版權
copyright,n.,版權;著作權
coral,adj.,珊瑚的;珊瑚色的
coral,n.,珊瑚
cord,n.,"細繩,粗線,索"
cordial,adj.,熱忱的;衷心的
core,v.,挖去...的果核
core,n.,果核;精髓;要義
cork,v.,用軟木塞塞住;抑制
cork,n.,軟木;軟木塞
corn,n.,玉米
corner,n.,角落
corporate,adj.,法人(組織)的;團體的;共同的
corporation,n.,股份(有限)公司
corps,n.,兵團;部隊;團
corpse,n.,屍體;殘骸
correct,adj.,正確的
correct,v.,改正;糾正
correspond,v.,"符合,一致"
correspondence,n.,一致;相對應;通信;(總稱)信件
correspondent,n.,通信者;通訊記者
corridor,n.,"迴廊,通道"
corrupt,adj.,腐敗的;貪污的
